K-CORES (!= 0).....
Node 102 => k-core: 1; degree: 1
Node 2251 => k-core: 1; degree: 1
Node 2265 => k-core: 1; degree: 1
Node 2483 => k-core: 1; degree: 1
Node 2550 => k-core: 1; degree: 1
Node 2574 => k-core: 1; degree: 1
Node 2594 => k-core: 1; degree: 1
Node 2650 => k-core: 1; degree: 1
Node 2653 => k-core: 1; degree: 1
Node 2669 => k-core: 1; degree: 1
Node 2683 => k-core: 1; degree: 1
Node 2696 => k-core: 1; degree: 1
Node 2739 => k-core: 2; degree: 2
Node 2763 => k-core: 1; degree: 1
Node 2768 => k-core: 1; degree: 1
Node 2825 => k-core: 1; degree: 1
Node 2849 => k-core: 1; degree: 1
Node 2903 => k-core: 1; degree: 1
Node 3036 => k-core: 1; degree: 1
Node 3050 => k-core: 1; degree: 1
Node 3120 => k-core: 1; degree: 1
Node 3210 => k-core: 1; degree: 1
Node 3221 => k-core: 1; degree: 1
Node 3294 => k-core: 1; degree: 1
Node 3295 => k-core: 1; degree: 1
Node 3297 => k-core: 1; degree: 1
Node 3481 => k-core: 1; degree: 1
Node 3522 => k-core: 1; degree: 1
Node 3559 => k-core: 1; degree: 1
Node 3580 => k-core: 1; degree: 1
Node 3583 => k-core: 1; degree: 1
Node 3588 => k-core: 1; degree: 1
Node 3597 => k-core: 1; degree: 1
Node 3649 => k-core: 1; degree: 1
Node 3712 => k-core: 1; degree: 1
Node 3713 => k-core: 1; degree: 1
Node 3758 => k-core: 1; degree: 1
Node 3831 => k-core: 1; degree: 1
Node 3924 => k-core: 1; degree: 1
Node 4004 => k-core: 1; degree: 1
Node 4059 => k-core: 1; degree: 1
Node 4120 => k-core: 1; degree: 1
Node 4223 => k-core: 1; degree: 1
Node 4271 => k-core: 1; degree: 1
Node 4306 => k-core: 1; degree: 1
Node 4336 => k-core: 1; degree: 1
Node 4337 => k-core: 1; degree: 1
Node 4345 => k-core: 1; degree: 1
Node 4455 => k-core: 1; degree: 1
Node 4467 => k-core: 1; degree: 1
Node 4468 => k-core: 1; degree: 1
Node 4558 => k-core: 1; degree: 1
Node 4591 => k-core: 1; degree: 1
Node 4619 => k-core: 1; degree: 1
Node 4623 => k-core: 1; degree: 1
Node 4627 => k-core: 1; degree: 1
Node 4699 => k-core: 1; degree: 1
Node 4738 => k-core: 1; degree: 1
Node 4739 => k-core: 1; degree: 1
Node 4744 => k-core: 1; degree: 1
Node 4768 => k-core: 1; degree: 1
Node 4794 => k-core: 1; degree: 1
Node 4795 => k-core: 1; degree: 1
Node 4837 => k-core: 1; degree: 1
Node 4855 => k-core: 1; degree: 1
Node 4888 => k-core: 1; degree: 1
Node 4895 => k-core: 1; degree: 1
Node 4919 => k-core: 1; degree: 1
Node 4961 => k-core: 1; degree: 1
Node 4994 => k-core: 1; degree: 1
Node 5001 => k-core: 1; degree: 1
Node 5039 => k-core: 1; degree: 1
Node 5050 => k-core: 1; degree: 1
Node 5054 => k-core: 1; degree: 1
Node 5073 => k-core: 1; degree: 1
Node 5093 => k-core: 1; degree: 1
Node 5118 => k-core: 1; degree: 1
Node 5141 => k-core: 1; degree: 1
Node 5149 => k-core: 1; degree: 1
Node 5187 => k-core: 1; degree: 1
Node 5208 => k-core: 1; degree: 1
Node 5209 => k-core: 1; degree: 1
Node 5274 => k-core: 1; degree: 1
Node 5298 => k-core: 1; degree: 1
Node 5408 => k-core: 1; degree: 1
Node 5425 => k-core: 1; degree: 1
Node 5521 => k-core: 1; degree: 1
Node 5640 => k-core: 1; degree: 1
Node 5642 => k-core: 1; degree: 1
Node 5647 => k-core: 1; degree: 1
Node 5756 => k-core: 1; degree: 1
Node 5786 => k-core: 1; degree: 1
Node 5813 => k-core: 1; degree: 1
Node 5814 => k-core: 1; degree: 1
Node 5835 => k-core: 1; degree: 1
Node 5840 => k-core: 1; degree: 1
Node 5843 => k-core: 1; degree: 1
Node 5849 => k-core: 2; degree: 2
Node 5853 => k-core: 1; degree: 1
Node 5858 => k-core: 1; degree: 1
Node 5863 => k-core: 1; degree: 1
Node 5908 => k-core: 1; degree: 1
Node 6135 => k-core: 1; degree: 1
Node 6234 => k-core: 1; degree: 1
Node 6291 => k-core: 1; degree: 1
Node 6295 => k-core: 1; degree: 1
Node 6327 => k-core: 1; degree: 1
Node 6360 => k-core: 1; degree: 1
Node 6361 => k-core: 1; degree: 1
Node 6439 => k-core: 1; degree: 1
Node 6441 => k-core: 1; degree: 1
Node 6476 => k-core: 1; degree: 1
Node 6477 => k-core: 1; degree: 1
Node 6480 => k-core: 1; degree: 1
Node 6561 => k-core: 1; degree: 1
Node 6563 => k-core: 1; degree: 1
Node 6617 => k-core: 1; degree: 1
Node 6659 => k-core: 1; degree: 1
Node 6663 => k-core: 1; degree: 1
Node 6706 => k-core: 1; degree: 1
Node 6708 => k-core: 1; degree: 1
Node 6744 => k-core: 2; degree: 2
Node 6770 => k-core: 1; degree: 1
Node 6889 => k-core: 1; degree: 1
Node 6919 => k-core: 1; degree: 1
Node 6920 => k-core: 1; degree: 1
Node 6922 => k-core: 1; degree: 1
Node 6951 => k-core: 1; degree: 1
Node 6969 => k-core: 1; degree: 1
Node 7037 => k-core: 1; degree: 1
Node 7073 => k-core: 1; degree: 1
Node 7075 => k-core: 1; degree: 1
Node 7135 => k-core: 1; degree: 1
Node 7153 => k-core: 1; degree: 1
Node 7172 => k-core: 1; degree: 1
Node 7321 => k-core: 1; degree: 1
Node 7325 => k-core: 1; degree: 1
Node 7329 => k-core: 1; degree: 1
Node 7336 => k-core: 1; degree: 1
Node 7351 => k-core: 2; degree: 2
Node 7368 => k-core: 1; degree: 1
Node 7385 => k-core: 1; degree: 1
Node 7394 => k-core: 1; degree: 1
Node 7457 => k-core: 1; degree: 1
Node 7471 => k-core: 1; degree: 1
Node 7488 => k-core: 1; degree: 1
Node 7557 => k-core: 1; degree: 1
Node 7611 => k-core: 1; degree: 1
Node 7614 => k-core: 1; degree: 1
Node 7623 => k-core: 1; degree: 1
Node 7628 => k-core: 1; degree: 1
Node 7771 => k-core: 1; degree: 1
Node 7773 => k-core: 1; degree: 1
Node 7812 => k-core: 1; degree: 1
Node 7836 => k-core: 1; degree: 1
Node 7843 => k-core: 2; degree: 2
Node 7879 => k-core: 1; degree: 1
Node 7891 => k-core: 1; degree: 1
Node 7926 => k-core: 1; degree: 1
Node 7936 => k-core: 1; degree: 1
Node 7941 => k-core: 1; degree: 1
Node 7945 => k-core: 2; degree: 2
Node 7952 => k-core: 1; degree: 1
Node 7958 => k-core: 1; degree: 1
Node 7978 => k-core: 1; degree: 1
Node 7979 => k-core: 1; degree: 1
Node 7990 => k-core: 1; degree: 1
Node 7992 => k-core: 1; degree: 1
Node 8003 => k-core: 1; degree: 1
Node 8004 => k-core: 1; degree: 1
Node 8005 => k-core: 2; degree: 2
Node 8006 => k-core: 1; degree: 1
Node 8008 => k-core: 1; degree: 1
Node 8010 => k-core: 1; degree: 1
Node 8011 => k-core: 1; degree: 1
Node 8015 => k-core: 1; degree: 1
Node 8017 => k-core: 1; degree: 1
Node 8018 => k-core: 1; degree: 1
Node 8019 => k-core: 1; degree: 1
Node 8020 => k-core: 1; degree: 1
Node 8021 => k-core: 2; degree: 138
Node 8022 => k-core: 1; degree: 1
Node 8023 => k-core: 1; degree: 1
Node 8024 => k-core: 1; degree: 1
Node 8028 => k-core: 1; degree: 1
Node 8030 => k-core: 1; degree: 1
Node 8032 => k-core: 1; degree: 1
Node 8045 => k-core: 1; degree: 1
Node 8047 => k-core: 1; degree: 1
Node 8071 => k-core: 1; degree: 1
Node 8083 => k-core: 1; degree: 1
Node 8088 => k-core: 1; degree: 1
Node 8090 => k-core: 1; degree: 1
Node 8095 => k-core: 1; degree: 1
Node 8102 => k-core: 1; degree: 1
Node 8104 => k-core: 1; degree: 1
Node 8110 => k-core: 1; degree: 1
Node 8111 => k-core: 1; degree: 1
Node 8117 => k-core: 1; degree: 1
Node 8138 => k-core: 1; degree: 1
Node 8174 => k-core: 1; degree: 1
Node 8177 => k-core: 1; degree: 1
Node 8309 => k-core: 1; degree: 1
Node 8313 => k-core: 1; degree: 1
Node 8333 => k-core: 1; degree: 1
Node 8389 => k-core: 1; degree: 1
Node 8450 => k-core: 1; degree: 1
Node 8487 => k-core: 1; degree: 1
Node 8600 => k-core: 1; degree: 1
Node 8621 => k-core: 1; degree: 1
Node 8630 => k-core: 1; degree: 1
Node 8686 => k-core: 1; degree: 1
Node 8697 => k-core: 1; degree: 1
Node 8783 => k-core: 1; degree: 1
Node 8794 => k-core: 1; degree: 1
Node 8879 => k-core: 1; degree: 1
Node 9015 => k-core: 1; degree: 1
Node 9020 => k-core: 1; degree: 1
Node 9074 => k-core: 2; degree: 2
Node 9078 => k-core: 1; degree: 1
Node 9079 => k-core: 1; degree: 1
Node 9088 => k-core: 1; degree: 1
Node 9124 => k-core: 1; degree: 1
Node 9219 => k-core: 1; degree: 1
Node 9245 => k-core: 1; degree: 1
Node 9250 => k-core: 1; degree: 1
Node 9332 => k-core: 1; degree: 1
Node 9358 => k-core: 1; degree: 1
Node 9388 => k-core: 1; degree: 1
Node 9397 => k-core: 1; degree: 1
Node 9434 => k-core: 1; degree: 1
Node 9464 => k-core: 1; degree: 1
Node 9601 => k-core: 1; degree: 1
Node 9630 => k-core: 1; degree: 1
Node 9689 => k-core: 1; degree: 1
Node 9832 => k-core: 1; degree: 1
Node 9968 => k-core: 1; degree: 1
Node 9972 => k-core: 1; degree: 1
Node 9978 => k-core: 1; degree: 1
Node 9984 => k-core: 1; degree: 1
Node 9995 => k-core: 1; degree: 1
Node 10062 => k-core: 1; degree: 1
Node 10081 => k-core: 1; degree: 1
Node 10099 => k-core: 1; degree: 1
Node 10155 => k-core: 1; degree: 1
Node 10350 => k-core: 1; degree: 1
Node 10590 => k-core: 1; degree: 1
Node 10602 => k-core: 1; degree: 1
Node 10673 => k-core: 1; degree: 1
Node 10738 => k-core: 1; degree: 1
Node 10770 => k-core: 1; degree: 1
Node 10992 => k-core: 1; degree: 1
Node 10996 => k-core: 1; degree: 1
Node 11019 => k-core: 1; degree: 1
Node 11020 => k-core: 1; degree: 1
Node 11037 => k-core: 1; degree: 1
Node 11114 => k-core: 1; degree: 1
Node 11196 => k-core: 1; degree: 1
Node 11235 => k-core: 1; degree: 1
Node 11239 => k-core: 1; degree: 1
Node 11243 => k-core: 1; degree: 1
Node 11277 => k-core: 1; degree: 1
Node 11286 => k-core: 1; degree: 1
Node 11342 => k-core: 1; degree: 1
Node 11363 => k-core: 1; degree: 1
Node 11373 => k-core: 1; degree: 1
Node 11384 => k-core: 1; degree: 1
Node 11575 => k-core: 1; degree: 1
Node 11580 => k-core: 1; degree: 1
Node 11589 => k-core: 1; degree: 1
Node 11626 => k-core: 1; degree: 1
Node 11635 => k-core: 1; degree: 1
Node 11710 => k-core: 1; degree: 1
Node 11746 => k-core: 1; degree: 1
Node 11801 => k-core: 1; degree: 1
Node 11838 => k-core: 1; degree: 1
Node 11923 => k-core: 1; degree: 1
Node 12021 => k-core: 1; degree: 1
Node 12097 => k-core: 1; degree: 1
Node 12107 => k-core: 1; degree: 1
Node 12111 => k-core: 1; degree: 1
Node 12134 => k-core: 1; degree: 1
Node 12172 => k-core: 1; degree: 1
Node 12174 => k-core: 1; degree: 1
Node 12183 => k-core: 1; degree: 1
Node 12200 => k-core: 1; degree: 1
Node 12219 => k-core: 1; degree: 1
Node 12228 => k-core: 1; degree: 1
Node 12444 => k-core: 1; degree: 1
Node 12466 => k-core: 1; degree: 1
Node 12533 => k-core: 1; degree: 1
Node 12568 => k-core: 1; degree: 1
Node 12618 => k-core: 1; degree: 1
Node 12726 => k-core: 1; degree: 1
Node 12892 => k-core: 1; degree: 1
Node 12896 => k-core: 1; degree: 1
Node 12988 => k-core: 1; degree: 1
Node 13028 => k-core: 1; degree: 1
Node 13076 => k-core: 1; degree: 1
Node 13077 => k-core: 1; degree: 1
Node 13085 => k-core: 1; degree: 1
Node 13091 => k-core: 1; degree: 1
Node 13111 => k-core: 1; degree: 1
Node 13114 => k-core: 1; degree: 1
Node 13204 => k-core: 1; degree: 1
Node 13247 => k-core: 1; degree: 1
Node 13271 => k-core: 1; degree: 1
Node 13290 => k-core: 1; degree: 1
Node 13309 => k-core: 1; degree: 1
Node 13335 => k-core: 1; degree: 1
Node 13351 => k-core: 1; degree: 1
Node 13394 => k-core: 1; degree: 1
Node 13622 => k-core: 1; degree: 1
Node 13715 => k-core: 1; degree: 1
Node 13858 => k-core: 1; degree: 1
Node 13868 => k-core: 1; degree: 1
Node 13943 => k-core: 1; degree: 1
Node 13990 => k-core: 1; degree: 1
Node 14070 => k-core: 1; degree: 1
Node 14250 => k-core: 1; degree: 1
Node 14395 => k-core: 1; degree: 1
Node 14607 => k-core: 1; degree: 1
Node 14635 => k-core: 1; degree: 1
Node 14671 => k-core: 1; degree: 1
Node 14721 => k-core: 1; degree: 1
Node 14906 => k-core: 1; degree: 1
Node 15013 => k-core: 1; degree: 1
Node 15054 => k-core: 1; degree: 1
Node 15059 => k-core: 1; degree: 1
Node 15067 => k-core: 1; degree: 1
Node 15133 => k-core: 1; degree: 1
Node 15164 => k-core: 1; degree: 1
Node 15165 => k-core: 1; degree: 1
Node 15272 => k-core: 1; degree: 1
Node 15276 => k-core: 1; degree: 1
Node 15326 => k-core: 1; degree: 1
Node 15353 => k-core: 1; degree: 1
Node 15390 => k-core: 1; degree: 1
Node 15418 => k-core: 1; degree: 1
Node 15447 => k-core: 1; degree: 1
Node 15453 => k-core: 1; degree: 1
Node 15459 => k-core: 1; degree: 1
Node 15467 => k-core: 1; degree: 1
Node 15471 => k-core: 1; degree: 1
Node 15516 => k-core: 1; degree: 1
Node 15976 => k-core: 1; degree: 1
Node 16131 => k-core: 1; degree: 1
Node 16132 => k-core: 1; degree: 1
Node 16279 => k-core: 1; degree: 1
Node 16762 => k-core: 1; degree: 1
Node 17180 => k-core: 1; degree: 1
Node 17236 => k-core: 1; degree: 1
Node 17248 => k-core: 1; degree: 1
Node 17249 => k-core: 1; degree: 1
Node 17355 => k-core: 1; degree: 1
Node 17388 => k-core: 1; degree: 1
Node 17471 => k-core: 1; degree: 1
Node 17489 => k-core: 1; degree: 1
Node 17495 => k-core: 1; degree: 1
Node 17500 => k-core: 1; degree: 1
Node 17534 => k-core: 1; degree: 1
Node 17537 => k-core: 1; degree: 1
Node 17540 => k-core: 1; degree: 1
Node 17544 => k-core: 1; degree: 1
Node 17548 => k-core: 1; degree: 1
Node 17550 => k-core: 1; degree: 1
Node 17552 => k-core: 1; degree: 1
Node 17558 => k-core: 1; degree: 1
Node 17559 => k-core: 1; degree: 1
Node 17560 => k-core: 1; degree: 1
Node 17561 => k-core: 1; degree: 1
Node 17562 => k-core: 1; degree: 1
Node 17565 => k-core: 1; degree: 1
Node 17567 => k-core: 1; degree: 1
Node 17568 => k-core: 2; degree: 351
Node 17569 => k-core: 1; degree: 1
Node 17571 => k-core: 1; degree: 1
Node 17572 => k-core: 1; degree: 1
Node 17573 => k-core: 1; degree: 1
Node 17574 => k-core: 1; degree: 1
Node 17576 => k-core: 1; degree: 1
Node 17577 => k-core: 1; degree: 1
Node 17579 => k-core: 1; degree: 1
Node 17580 => k-core: 1; degree: 1
Node 17581 => k-core: 1; degree: 1
Node 17582 => k-core: 1; degree: 1
Node 17583 => k-core: 1; degree: 1
Node 17584 => k-core: 1; degree: 1
Node 17587 => k-core: 1; degree: 1
Node 17589 => k-core: 1; degree: 1
Node 17591 => k-core: 1; degree: 1
Node 17597 => k-core: 1; degree: 1
Node 17602 => k-core: 1; degree: 1
Node 17610 => k-core: 1; degree: 1
Node 17616 => k-core: 1; degree: 1
Node 17618 => k-core: 1; degree: 1
Node 17621 => k-core: 1; degree: 1
Node 17625 => k-core: 1; degree: 1
Node 17627 => k-core: 1; degree: 1
Node 17635 => k-core: 1; degree: 1
Node 17639 => k-core: 1; degree: 1
Node 17641 => k-core: 1; degree: 1
Node 17666 => k-core: 1; degree: 1
Node 17668 => k-core: 1; degree: 1
Node 17676 => k-core: 1; degree: 1
Node 17706 => k-core: 1; degree: 1
Node 17854 => k-core: 1; degree: 1
Node 17880 => k-core: 1; degree: 1
Node 18018 => k-core: 1; degree: 1
Node 18019 => k-core: 1; degree: 1
Node 18052 => k-core: 1; degree: 1
Node 18184 => k-core: 1; degree: 1
Node 18214 => k-core: 1; degree: 1
Node 18226 => k-core: 2; degree: 2
Node 18255 => k-core: 1; degree: 1
Node 18373 => k-core: 1; degree: 1
Node 18515 => k-core: 1; degree: 1
Node 18534 => k-core: 1; degree: 1
Node 18621 => k-core: 1; degree: 1
Node 18641 => k-core: 1; degree: 1
Node 18709 => k-core: 1; degree: 1


NODES IN K-CORES.....
[k-core 1]:= 102; 126; 127; 134; 145; 188; 233; 326; 364; 414; 426; 450; 463; 527; 642; 677; 712; 713; 720; 732; 733; 738; 758; 798; 863; 965; 967; 1014; 1105; 1154; 1439; 1445; 1448; 1453; 1454; 1469; 1531; 1588; 1594; 1603; 1695; 1700; 1729; 1744; 1801; 1815; 1862; 1905; 1975; 1995; 1996; 2025; 2119; 2132; 2139; 2181; 2221; 2225; 2251; 2265; 2483; 2550; 2574; 2594; 2650; 2653; 2669; 2683; 2696; 2763; 2768; 2825; 2849; 2903; 3036; 3050; 3120; 3210; 3221; 3294; 3295; 3297; 3481; 3522; 3559; 3580; 3583; 3588; 3597; 3649; 3712; 3713; 3758; 3831; 3924; 4004; 4059; 4120; 4223; 4271; 4306; 4336; 4337; 4345; 4455; 4467; 4468; 4558; 4591; 4619; 4623; 4627; 4699; 4738; 4739; 4744; 4768; 4794; 4795; 4837; 4855; 4888; 4895; 4919; 4961; 4994; 5001; 5039; 5050; 5054; 5073; 5093; 5118; 5141; 5149; 5187; 5208; 5209; 5274; 5298; 5408; 5425; 5521; 5640; 5642; 5647; 5756; 5786; 5813; 5814; 5835; 5840; 5843; 5853; 5858; 5863; 5908; 6135; 6234; 6291; 6295; 6327; 6360; 6361; 6439; 6441; 6476; 6477; 6480; 6561; 6563; 6617; 6659; 6663; 6706; 6708; 6770; 6889; 6919; 6920; 6922; 6951; 6969; 7037; 7073; 7075; 7135; 7153; 7172; 7321; 7325; 7329; 7336; 7368; 7385; 7394; 7457; 7471; 7488; 7557; 7611; 7614; 7623; 7628; 7771; 7773; 7812; 7836; 7879; 7891; 7926; 7936; 7941; 7952; 7958; 7978; 7979; 7990; 7992; 8003; 8004; 8006; 8008; 8010; 8011; 8015; 8017; 8018; 8019; 8020; 8022; 8023; 8024; 8028; 8030; 8032; 8045; 8047; 8071; 8083; 8088; 8090; 8095; 8102; 8104; 8110; 8111; 8117; 8138; 8174; 8177; 8309; 8313; 8333; 8389; 8450; 8487; 8600; 8621; 8630; 8686; 8697; 8783; 8794; 8879; 9015; 9020; 9078; 9079; 9088; 9124; 9219; 9245; 9250; 9332; 9358; 9388; 9397; 9434; 9464; 9601; 9630; 9689; 9832; 9968; 9972; 9978; 9984; 9995; 10062; 10081; 10099; 10155; 10350; 10590; 10602; 10673; 10738; 10770; 10992; 10996; 11019; 11020; 11037; 11114; 11196; 11235; 11239; 11243; 11277; 11286; 11342; 11363; 11373; 11384; 11575; 11580; 11589; 11626; 11635; 11710; 11746; 11801; 11838; 11923; 12021; 12097; 12107; 12111; 12134; 12172; 12174; 12183; 12200; 12219; 12228; 12444; 12466; 12533; 12568; 12618; 12726; 12892; 12896; 12988; 13028; 13076; 13077; 13085; 13091; 13111; 13114; 13204; 13247; 13271; 13290; 13309; 13335; 13351; 13394; 13622; 13715; 13858; 13868; 13943; 13990; 14070; 14250; 14395; 14607; 14635; 14671; 14721; 14906; 15013; 15054; 15059; 15067; 15133; 15164; 15165; 15272; 15276; 15326; 15353; 15390; 15418; 15447; 15453; 15459; 15467; 15471; 15516; 15976; 16131; 16132; 16279; 16762; 17180; 17236; 17248; 17249; 17355; 17388; 17471; 17489; 17495; 17500; 17534; 17537; 17540; 17544; 17548; 17550; 17552; 17558; 17559; 17560; 17561; 17562; 17565; 17567; 17569; 17571; 17572; 17573; 17574; 17576; 17577; 17579; 17580; 17581; 17582; 17583; 17584; 17587; 17589; 17591; 17597; 17602; 17610; 17616; 17618; 17621; 17625; 17627; 17635; 17639; 17641; 17666; 17668; 17676; 17706; 17854; 17880; 18018; 18019; 18052; 18184; 18214; 18255; 18373; 18515; 18534; 18621; 18641; 18709; 
[k-core 2]:= 2739; 5849; 6744; 7351; 7843; 7945; 8005; 8021; 9074; 17568; 18226; 
[k-core 3]:= 
[k-core 4]:= 
[k-core 5]:= 
[k-core 6]:= 
[k-core 7]:= 
[k-core 8]:= 
[k-core 9]:= 
[k-core 10]:= 
[k-core 11]:= 
[k-core 12]:= 
[k-core 13]:= 
[k-core 14]:= 
[k-core 15]:= 
[k-core 16]:= 
[k-core 17]:= 
[k-core 18]:= 
[k-core 19]:= 
[k-core 20]:= 
[k-core 21]:= 
[k-core 22]:= 
[k-core 23]:= 
[k-core 24]:= 
[k-core 25]:= 
[k-core 26]:= 
[k-core 27]:= 
[k-core 28]:= 
[k-core 29]:= 
[k-core 30]:= 
[k-core 31]:= 
[k-core 32]:= 
[k-core 33]:= 
[k-core 34]:= 
[k-core 35]:= 
[k-core 36]:= 
[k-core 37]:= 
[k-core 38]:= 
[k-core 39]:= 
[k-core 40]:= 
[k-core 41]:= 
[k-core 42]:= 
[k-core 43]:= 
[k-core 44]:= 
[k-core 45]:= 
[k-core 46]:= 
[k-core 47]:= 
[k-core 48]:= 
[k-core 49]:= 
[k-core 50]:= 
[k-core 51]:= 
[k-core 52]:= 
[k-core 53]:= 
[k-core 54]:= 
[k-core 55]:= 
[k-core 56]:= 
[k-core 57]:= 
[k-core 58]:= 
[k-core 59]:= 
[k-core 60]:= 
[k-core 61]:= 
[k-core 62]:= 
[k-core 63]:= 
[k-core 64]:= 
[k-core 65]:= 
[k-core 66]:= 
[k-core 67]:= 
[k-core 68]:= 
[k-core 69]:= 
[k-core 70]:= 
[k-core 71]:= 
[k-core 72]:= 
[k-core 73]:= 
[k-core 74]:= 
[k-core 75]:= 
[k-core 76]:= 
[k-core 77]:= 
[k-core 78]:= 
[k-core 79]:= 
[k-core 80]:= 
[k-core 81]:= 
[k-core 82]:= 
[k-core 83]:= 
[k-core 84]:= 
[k-core 85]:= 
[k-core 86]:= 
[k-core 87]:= 
[k-core 88]:= 
[k-core 89]:= 
[k-core 90]:= 
[k-core 91]:= 
[k-core 92]:= 
[k-core 93]:= 
[k-core 94]:= 
[k-core 95]:= 
[k-core 96]:= 
[k-core 97]:= 
[k-core 98]:= 
[k-core 99]:= 
[k-core 100]:= 
[k-core 101]:= 
[k-core 102]:= 
[k-core 103]:= 
[k-core 104]:= 
[k-core 105]:= 
[k-core 106]:= 
[k-core 107]:= 
[k-core 108]:= 
[k-core 109]:= 
[k-core 110]:= 
[k-core 111]:= 
[k-core 112]:= 
[k-core 113]:= 
[k-core 114]:= 
[k-core 115]:= 
[k-core 116]:= 
[k-core 117]:= 
[k-core 118]:= 
[k-core 119]:= 
[k-core 120]:= 
[k-core 121]:= 
[k-core 122]:= 
[k-core 123]:= 
[k-core 124]:= 
[k-core 125]:= 
[k-core 126]:= 
[k-core 127]:= 
[k-core 128]:= 
[k-core 129]:= 
[k-core 130]:= 
[k-core 131]:= 
[k-core 132]:= 
[k-core 133]:= 
[k-core 134]:= 
[k-core 135]:= 
[k-core 136]:= 
[k-core 137]:= 
[k-core 138]:= 
[k-core 139]:= 
[k-core 140]:= 
[k-core 141]:= 
[k-core 142]:= 
[k-core 143]:= 
[k-core 144]:= 
[k-core 145]:= 
[k-core 146]:= 
[k-core 147]:= 
[k-core 148]:= 
[k-core 149]:= 
[k-core 150]:= 
[k-core 151]:= 
[k-core 152]:= 
[k-core 153]:= 
[k-core 154]:= 
[k-core 155]:= 
[k-core 156]:= 
[k-core 157]:= 
[k-core 158]:= 
[k-core 159]:= 
[k-core 160]:= 
[k-core 161]:= 
[k-core 162]:= 
[k-core 163]:= 
[k-core 164]:= 
[k-core 165]:= 
[k-core 166]:= 
[k-core 167]:= 
[k-core 168]:= 
[k-core 169]:= 
[k-core 170]:= 
[k-core 171]:= 
[k-core 172]:= 
[k-core 173]:= 
[k-core 174]:= 
[k-core 175]:= 
[k-core 176]:= 
[k-core 177]:= 
[k-core 178]:= 
[k-core 179]:= 
[k-core 180]:= 
[k-core 181]:= 
[k-core 182]:= 
[k-core 183]:= 
[k-core 184]:= 
[k-core 185]:= 
[k-core 186]:= 
[k-core 187]:= 
[k-core 188]:= 
[k-core 189]:= 
[k-core 190]:= 
[k-core 191]:= 
[k-core 192]:= 
[k-core 193]:= 
[k-core 194]:= 
[k-core 195]:= 
[k-core 196]:= 
[k-core 197]:= 
[k-core 198]:= 
[k-core 199]:= 
[k-core 200]:= 
[k-core 201]:= 
[k-core 202]:= 
[k-core 203]:= 
[k-core 204]:= 
[k-core 205]:= 
[k-core 206]:= 
[k-core 207]:= 
[k-core 208]:= 
[k-core 209]:= 
[k-core 210]:= 
[k-core 211]:= 
[k-core 212]:= 
[k-core 213]:= 
[k-core 214]:= 
[k-core 215]:= 
[k-core 216]:= 
[k-core 217]:= 
[k-core 218]:= 
[k-core 219]:= 
[k-core 220]:= 
[k-core 221]:= 
[k-core 222]:= 
[k-core 223]:= 
[k-core 224]:= 
[k-core 225]:= 
[k-core 226]:= 
[k-core 227]:= 
[k-core 228]:= 
[k-core 229]:= 
