K-CORES (!= 0).....
Node 452 => k-core: 1; degree: 1
Node 8144 => k-core: 1; degree: 1
Node 8169 => k-core: 1; degree: 1
Node 8172 => k-core: 1; degree: 1
Node 8369 => k-core: 1; degree: 1
Node 8536 => k-core: 1; degree: 1
Node 8541 => k-core: 1; degree: 1
Node 8737 => k-core: 1; degree: 1
Node 9065 => k-core: 1; degree: 1
Node 9106 => k-core: 1; degree: 1
Node 9161 => k-core: 1; degree: 1
Node 9360 => k-core: 1; degree: 1
Node 9367 => k-core: 1; degree: 1
Node 9463 => k-core: 1; degree: 1
Node 9702 => k-core: 1; degree: 1
Node 9903 => k-core: 1; degree: 1
Node 9943 => k-core: 1; degree: 1
Node 10363 => k-core: 1; degree: 1
Node 10447 => k-core: 1; degree: 1
Node 10448 => k-core: 1; degree: 1
Node 10734 => k-core: 1; degree: 1
Node 10745 => k-core: 1; degree: 1
Node 10752 => k-core: 1; degree: 1
Node 10936 => k-core: 1; degree: 1
Node 11309 => k-core: 1; degree: 1
Node 11358 => k-core: 1; degree: 1
Node 11435 => k-core: 1; degree: 1
Node 11495 => k-core: 1; degree: 1
Node 11579 => k-core: 1; degree: 1
Node 11761 => k-core: 1; degree: 1
Node 11950 => k-core: 1; degree: 1
Node 12060 => k-core: 1; degree: 1
Node 12081 => k-core: 1; degree: 1
Node 12181 => k-core: 1; degree: 1
Node 12201 => k-core: 1; degree: 1
Node 12275 => k-core: 1; degree: 1
Node 12353 => k-core: 1; degree: 1
Node 12354 => k-core: 1; degree: 1
Node 12540 => k-core: 1; degree: 1
Node 13011 => k-core: 1; degree: 1
Node 13026 => k-core: 1; degree: 1
Node 13090 => k-core: 1; degree: 1
Node 13881 => k-core: 1; degree: 1
Node 14030 => k-core: 1; degree: 1
Node 14041 => k-core: 1; degree: 1
Node 14535 => k-core: 1; degree: 1
Node 15530 => k-core: 1; degree: 1
Node 17057 => k-core: 1; degree: 1
Node 17492 => k-core: 1; degree: 1
Node 17500 => k-core: 2; degree: 2
Node 17536 => k-core: 1; degree: 1
Node 17546 => k-core: 1; degree: 1
Node 17554 => k-core: 1; degree: 1
Node 17555 => k-core: 1; degree: 1
Node 17569 => k-core: 1; degree: 1
Node 17570 => k-core: 2; degree: 81
Node 17574 => k-core: 1; degree: 1
Node 17579 => k-core: 1; degree: 1
Node 17591 => k-core: 1; degree: 1
Node 17599 => k-core: 1; degree: 1
Node 17619 => k-core: 1; degree: 1
Node 17981 => k-core: 1; degree: 1
Node 18447 => k-core: 1; degree: 1
Node 18476 => k-core: 1; degree: 1
Node 18528 => k-core: 1; degree: 1
Node 18624 => k-core: 1; degree: 1
Node 18829 => k-core: 1; degree: 1


NODES IN K-CORES.....
[k-core 1]:= 452; 642; 743; 811; 814; 1457; 1541; 1607; 1886; 1891; 1899; 2227; 2345; 2503; 2654; 2790; 3060; 3267; 3276; 3314; 3522; 3681; 3781; 3800; 3808; 4018; 4019; 4202; 4555; 4629; 4716; 5112; 5316; 5412; 5773; 5822; 5874; 6286; 6288; 6304; 6305; 6365; 6466; 6701; 6880; 7135; 7159; 7204; 7312; 7351; 7554; 7620; 7703; 7918; 7942; 7990; 8006; 8008; 8011; 8013; 8019; 8020; 8022; 8083; 8087; 8088; 8144; 8169; 8172; 8369; 8536; 8541; 8737; 9065; 9106; 9161; 9360; 9367; 9463; 9702; 9903; 9943; 10363; 10447; 10448; 10734; 10745; 10752; 10936; 11309; 11358; 11435; 11495; 11579; 11761; 11950; 12060; 12081; 12181; 12201; 12275; 12353; 12354; 12540; 13011; 13026; 13090; 13881; 14030; 14041; 14535; 15530; 17057; 17492; 17536; 17546; 17554; 17555; 17569; 17574; 17579; 17591; 17599; 17619; 17981; 18447; 18476; 18528; 18624; 18829; 
[k-core 2]:= 646; 8021; 17500; 17570; 
[k-core 3]:= 
[k-core 4]:= 
[k-core 5]:= 
[k-core 6]:= 
[k-core 7]:= 
[k-core 8]:= 
[k-core 9]:= 
[k-core 10]:= 
[k-core 11]:= 
[k-core 12]:= 
[k-core 13]:= 
[k-core 14]:= 
[k-core 15]:= 
[k-core 16]:= 
[k-core 17]:= 
[k-core 18]:= 
[k-core 19]:= 
[k-core 20]:= 
[k-core 21]:= 
[k-core 22]:= 
[k-core 23]:= 
[k-core 24]:= 
[k-core 25]:= 
[k-core 26]:= 
[k-core 27]:= 
[k-core 28]:= 
[k-core 29]:= 
[k-core 30]:= 
[k-core 31]:= 
[k-core 32]:= 
[k-core 33]:= 
[k-core 34]:= 
[k-core 35]:= 
[k-core 36]:= 
[k-core 37]:= 
[k-core 38]:= 
[k-core 39]:= 
[k-core 40]:= 
[k-core 41]:= 
[k-core 42]:= 
[k-core 43]:= 
[k-core 44]:= 
[k-core 45]:= 
[k-core 46]:= 
[k-core 47]:= 
[k-core 48]:= 
[k-core 49]:= 
[k-core 50]:= 
[k-core 51]:= 
[k-core 52]:= 
[k-core 53]:= 
[k-core 54]:= 
[k-core 55]:= 
[k-core 56]:= 
[k-core 57]:= 
[k-core 58]:= 
[k-core 59]:= 
[k-core 60]:= 
[k-core 61]:= 
[k-core 62]:= 
[k-core 63]:= 
[k-core 64]:= 
[k-core 65]:= 
[k-core 66]:= 
[k-core 67]:= 
[k-core 68]:= 
[k-core 69]:= 
[k-core 70]:= 
[k-core 71]:= 
[k-core 72]:= 
[k-core 73]:= 
[k-core 74]:= 
[k-core 75]:= 
[k-core 76]:= 
[k-core 77]:= 
[k-core 78]:= 
[k-core 79]:= 
[k-core 80]:= 
[k-core 81]:= 

