K-CORES (!= 0).....
Node 52 => k-core: 1; degree: 1
Node 10030 => k-core: 1; degree: 1
Node 10646 => k-core: 1; degree: 1
Node 10751 => k-core: 1; degree: 1
Node 10986 => k-core: 1; degree: 1
Node 11592 => k-core: 1; degree: 1
Node 11782 => k-core: 1; degree: 1
Node 12169 => k-core: 1; degree: 1
Node 12232 => k-core: 1; degree: 1
Node 12434 => k-core: 1; degree: 1
Node 12742 => k-core: 1; degree: 1
Node 12828 => k-core: 1; degree: 1
Node 13614 => k-core: 1; degree: 1
Node 13629 => k-core: 1; degree: 1
Node 13645 => k-core: 1; degree: 1
Node 13961 => k-core: 1; degree: 1
Node 14463 => k-core: 1; degree: 1
Node 14469 => k-core: 1; degree: 1
Node 14578 => k-core: 1; degree: 1
Node 14998 => k-core: 1; degree: 1
Node 15382 => k-core: 1; degree: 1
Node 15483 => k-core: 1; degree: 1
Node 16566 => k-core: 1; degree: 1
Node 17057 => k-core: 1; degree: 1
Node 17059 => k-core: 1; degree: 1
Node 17139 => k-core: 1; degree: 1
Node 17486 => k-core: 1; degree: 1
Node 17502 => k-core: 1; degree: 1
Node 17539 => k-core: 1; degree: 1
Node 17540 => k-core: 1; degree: 1
Node 17552 => k-core: 1; degree: 1
Node 17555 => k-core: 1; degree: 1
Node 17561 => k-core: 1; degree: 1
Node 17570 => k-core: 2; degree: 66
Node 17571 => k-core: 1; degree: 1
Node 17574 => k-core: 1; degree: 1
Node 17579 => k-core: 1; degree: 1
Node 17607 => k-core: 1; degree: 1
Node 17619 => k-core: 1; degree: 1
Node 17863 => k-core: 1; degree: 1
Node 17983 => k-core: 1; degree: 1
Node 18264 => k-core: 1; degree: 1
Node 18446 => k-core: 1; degree: 1


NODES IN K-CORES.....
[k-core 1]:= 52; 246; 247; 540; 642; 766; 1086; 1541; 2194; 2245; 2291; 2571; 2650; 2654; 2725; 2805; 2868; 2882; 3243; 3244; 3378; 4066; 4068; 4278; 4455; 4618; 4732; 4737; 4836; 4839; 4972; 4981; 5001; 5265; 5619; 5682; 5793; 5858; 6567; 7135; 7323; 7407; 7805; 7811; 7877; 7879; 7906; 7913; 7968; 7978; 8012; 8016; 8020; 8022; 8023; 8028; 8083; 8087; 8103; 8125; 8172; 8321; 9112; 9174; 9264; 9267; 9482; 9946; 9962; 9970; 10030; 10646; 10751; 10986; 11592; 11782; 12169; 12232; 12434; 12742; 12828; 13614; 13629; 13645; 13961; 14463; 14469; 14578; 14998; 15382; 15483; 16566; 17057; 17059; 17139; 17486; 17502; 17539; 17540; 17552; 17555; 17561; 17571; 17574; 17579; 17607; 17619; 17863; 17983; 18264; 18446; 
[k-core 2]:= 8021; 8102; 9161; 17570; 
[k-core 3]:= 
[k-core 4]:= 
[k-core 5]:= 
[k-core 6]:= 
[k-core 7]:= 
[k-core 8]:= 
[k-core 9]:= 
[k-core 10]:= 
[k-core 11]:= 
[k-core 12]:= 
[k-core 13]:= 
[k-core 14]:= 
[k-core 15]:= 
[k-core 16]:= 
[k-core 17]:= 
[k-core 18]:= 
[k-core 19]:= 
[k-core 20]:= 
[k-core 21]:= 
[k-core 22]:= 
[k-core 23]:= 
[k-core 24]:= 
[k-core 25]:= 
[k-core 26]:= 
[k-core 27]:= 
[k-core 28]:= 
[k-core 29]:= 
[k-core 30]:= 
[k-core 31]:= 
[k-core 32]:= 
[k-core 33]:= 
[k-core 34]:= 
[k-core 35]:= 
[k-core 36]:= 
[k-core 37]:= 
[k-core 38]:= 
[k-core 39]:= 
[k-core 40]:= 
[k-core 41]:= 
[k-core 42]:= 
[k-core 43]:= 
[k-core 44]:= 
[k-core 45]:= 
[k-core 46]:= 
[k-core 47]:= 
[k-core 48]:= 
[k-core 49]:= 
[k-core 50]:= 
[k-core 51]:= 
[k-core 52]:= 
[k-core 53]:= 
[k-core 54]:= 
[k-core 55]:= 
[k-core 56]:= 
[k-core 57]:= 
[k-core 58]:= 
[k-core 59]:= 
[k-core 60]:= 
[k-core 61]:= 
[k-core 62]:= 
[k-core 63]:= 
[k-core 64]:= 
[k-core 65]:= 
[k-core 66]:= 

