K-CORES (!= 0).....
Node 1 => k-core: 16; degree: 26
Node 86 => k-core: 18; degree: 27
Node 87 => k-core: 17; degree: 17
Node 88 => k-core: 18; degree: 27
Node 89 => k-core: 18; degree: 27
Node 90 => k-core: 17; degree: 24
Node 91 => k-core: 5; degree: 5
Node 92 => k-core: 14; degree: 17
Node 93 => k-core: 18; degree: 25
Node 94 => k-core: 12; degree: 12
Node 95 => k-core: 19; degree: 33
Node 96 => k-core: 19; degree: 41
Node 97 => k-core: 14; degree: 16
Node 98 => k-core: 19; degree: 37
Node 99 => k-core: 9; degree: 9
Node 100 => k-core: 12; degree: 13
Node 101 => k-core: 16; degree: 19
Node 102 => k-core: 16; degree: 20
Node 103 => k-core: 15; degree: 17
Node 104 => k-core: 19; degree: 36
Node 105 => k-core: 4; degree: 4
Node 106 => k-core: 9; degree: 9
Node 107 => k-core: 16; degree: 19
Node 108 => k-core: 12; degree: 15
Node 109 => k-core: 10; degree: 10
Node 110 => k-core: 19; degree: 26
Node 111 => k-core: 19; degree: 38
Node 112 => k-core: 19; degree: 25
Node 113 => k-core: 8; degree: 8
Node 114 => k-core: 19; degree: 28
Node 115 => k-core: 19; degree: 45
Node 116 => k-core: 19; degree: 28
Node 117 => k-core: 19; degree: 24
Node 118 => k-core: 19; degree: 36
Node 119 => k-core: 19; degree: 25
Node 120 => k-core: 20; degree: 70
Node 121 => k-core: 19; degree: 51
Node 122 => k-core: 17; degree: 22
Node 123 => k-core: 14; degree: 16
Node 124 => k-core: 14; degree: 16
Node 125 => k-core: 11; degree: 11
Node 126 => k-core: 19; degree: 29
Node 127 => k-core: 20; degree: 64
Node 128 => k-core: 20; degree: 69
Node 129 => k-core: 5; degree: 5
Node 130 => k-core: 13; degree: 17
Node 131 => k-core: 11; degree: 12
Node 132 => k-core: 5; degree: 5
Node 133 => k-core: 19; degree: 32
Node 134 => k-core: 20; degree: 69
Node 135 => k-core: 16; degree: 16
Node 136 => k-core: 19; degree: 30
Node 137 => k-core: 19; degree: 39
Node 138 => k-core: 17; degree: 23
Node 139 => k-core: 17; degree: 25
Node 140 => k-core: 12; degree: 12
Node 141 => k-core: 15; degree: 15
Node 142 => k-core: 19; degree: 30
Node 143 => k-core: 17; degree: 24
Node 144 => k-core: 19; degree: 33
Node 145 => k-core: 19; degree: 24
Node 147 => k-core: 19; degree: 23
Node 148 => k-core: 15; degree: 15
Node 149 => k-core: 18; degree: 23
Node 150 => k-core: 19; degree: 21
Node 151 => k-core: 19; degree: 26
Node 152 => k-core: 19; degree: 49
Node 153 => k-core: 19; degree: 31
Node 154 => k-core: 21; degree: 105
Node 155 => k-core: 19; degree: 33
Node 156 => k-core: 17; degree: 18
Node 157 => k-core: 14; degree: 17
Node 158 => k-core: 14; degree: 15
Node 159 => k-core: 5; degree: 5
Node 160 => k-core: 3; degree: 4
Node 161 => k-core: 2; degree: 2
Node 162 => k-core: 1; degree: 1
Node 163 => k-core: 1; degree: 1
Node 164 => k-core: 1; degree: 1
Node 168 => k-core: 1; degree: 1
Node 170 => k-core: 7; degree: 7
Node 172 => k-core: 1; degree: 1
Node 173 => k-core: 3; degree: 3
Node 174 => k-core: 3; degree: 3
Node 175 => k-core: 6; degree: 6
Node 176 => k-core: 2; degree: 2
Node 177 => k-core: 14; degree: 18
Node 178 => k-core: 14; degree: 18
Node 180 => k-core: 9; degree: 9
Node 181 => k-core: 19; degree: 29
Node 182 => k-core: 8; degree: 8
Node 183 => k-core: 8; degree: 8
Node 184 => k-core: 8; degree: 10
Node 185 => k-core: 4; degree: 4
Node 186 => k-core: 14; degree: 15
Node 187 => k-core: 14; degree: 17
Node 188 => k-core: 21; degree: 67
Node 189 => k-core: 22; degree: 126
Node 190 => k-core: 19; degree: 29
Node 191 => k-core: 21; degree: 77
Node 192 => k-core: 17; degree: 19
Node 194 => k-core: 19; degree: 29
Node 195 => k-core: 17; degree: 19
Node 196 => k-core: 17; degree: 17
Node 197 => k-core: 19; degree: 38
Node 198 => k-core: 17; degree: 20
Node 199 => k-core: 19; degree: 33
Node 201 => k-core: 14; degree: 14
Node 202 => k-core: 19; degree: 24
Node 203 => k-core: 19; degree: 24
Node 204 => k-core: 19; degree: 32
Node 205 => k-core: 6; degree: 6
Node 206 => k-core: 19; degree: 47
Node 207 => k-core: 19; degree: 40
Node 208 => k-core: 7; degree: 7
Node 210 => k-core: 19; degree: 29
Node 211 => k-core: 19; degree: 34
Node 212 => k-core: 19; degree: 27
Node 213 => k-core: 19; degree: 22
Node 214 => k-core: 19; degree: 32
Node 215 => k-core: 10; degree: 10
Node 216 => k-core: 20; degree: 58
Node 217 => k-core: 19; degree: 29
Node 218 => k-core: 19; degree: 23
Node 219 => k-core: 19; degree: 30
Node 220 => k-core: 19; degree: 34
Node 221 => k-core: 20; degree: 45
Node 222 => k-core: 5; degree: 5
Node 223 => k-core: 14; degree: 14
Node 224 => k-core: 19; degree: 33
Node 225 => k-core: 19; degree: 31
Node 226 => k-core: 19; degree: 33
Node 227 => k-core: 16; degree: 17
Node 228 => k-core: 19; degree: 31
Node 229 => k-core: 17; degree: 22
Node 230 => k-core: 19; degree: 26
Node 231 => k-core: 21; degree: 65
Node 232 => k-core: 19; degree: 30
Node 233 => k-core: 21; degree: 92
Node 234 => k-core: 17; degree: 17
Node 235 => k-core: 19; degree: 47
Node 236 => k-core: 19; degree: 29
Node 237 => k-core: 16; degree: 16
Node 238 => k-core: 19; degree: 28
Node 239 => k-core: 20; degree: 78
Node 240 => k-core: 15; degree: 17
Node 241 => k-core: 17; degree: 21
Node 242 => k-core: 6; degree: 6
Node 243 => k-core: 17; degree: 24
Node 244 => k-core: 17; degree: 21
Node 245 => k-core: 20; degree: 73
Node 246 => k-core: 18; degree: 23
Node 247 => k-core: 19; degree: 35
Node 248 => k-core: 18; degree: 19
Node 249 => k-core: 19; degree: 30
Node 250 => k-core: 21; degree: 65
Node 252 => k-core: 19; degree: 33
Node 253 => k-core: 19; degree: 27
Node 255 => k-core: 19; degree: 27
Node 256 => k-core: 18; degree: 23
Node 257 => k-core: 13; degree: 14
Node 258 => k-core: 9; degree: 9
Node 259 => k-core: 18; degree: 19
Node 260 => k-core: 19; degree: 34
Node 261 => k-core: 7; degree: 7
Node 262 => k-core: 18; degree: 21
Node 263 => k-core: 13; degree: 13
Node 264 => k-core: 19; degree: 31
Node 265 => k-core: 12; degree: 13
Node 266 => k-core: 15; degree: 19
Node 267 => k-core: 19; degree: 33
Node 268 => k-core: 18; degree: 25
Node 269 => k-core: 18; degree: 21
Node 270 => k-core: 21; degree: 80
Node 271 => k-core: 19; degree: 37
Node 272 => k-core: 19; degree: 28
Node 273 => k-core: 18; degree: 18
Node 274 => k-core: 19; degree: 32
Node 275 => k-core: 19; degree: 50
Node 276 => k-core: 18; degree: 26
Node 277 => k-core: 19; degree: 72
Node 278 => k-core: 16; degree: 17
Node 279 => k-core: 16; degree: 17
Node 280 => k-core: 16; degree: 20
Node 281 => k-core: 16; degree: 18
Node 282 => k-core: 19; degree: 59
Node 283 => k-core: 15; degree: 16
Node 284 => k-core: 10; degree: 10
Node 285 => k-core: 10; degree: 10
Node 286 => k-core: 10; degree: 10
Node 287 => k-core: 21; degree: 108
Node 288 => k-core: 10; degree: 10
Node 289 => k-core: 19; degree: 25
Node 290 => k-core: 19; degree: 34
Node 291 => k-core: 13; degree: 13
Node 292 => k-core: 19; degree: 26
Node 293 => k-core: 17; degree: 20
Node 294 => k-core: 19; degree: 30
Node 295 => k-core: 19; degree: 28
Node 296 => k-core: 17; degree: 20
Node 298 => k-core: 9; degree: 9
Node 299 => k-core: 19; degree: 29
Node 300 => k-core: 5; degree: 5
Node 301 => k-core: 9; degree: 10
Node 302 => k-core: 8; degree: 8
Node 303 => k-core: 19; degree: 41
Node 304 => k-core: 19; degree: 22
Node 305 => k-core: 17; degree: 21
Node 306 => k-core: 3; degree: 3
Node 307 => k-core: 18; degree: 24
Node 308 => k-core: 19; degree: 54
Node 309 => k-core: 19; degree: 32
Node 310 => k-core: 19; degree: 24
Node 311 => k-core: 19; degree: 33
Node 312 => k-core: 19; degree: 24
Node 313 => k-core: 19; degree: 25
Node 314 => k-core: 19; degree: 20
Node 315 => k-core: 19; degree: 45
Node 316 => k-core: 19; degree: 30
Node 317 => k-core: 19; degree: 43
Node 318 => k-core: 3; degree: 3
Node 319 => k-core: 19; degree: 25
Node 320 => k-core: 19; degree: 20
Node 321 => k-core: 19; degree: 41
Node 322 => k-core: 19; degree: 35
Node 323 => k-core: 19; degree: 40
Node 324 => k-core: 19; degree: 39
Node 325 => k-core: 19; degree: 26
Node 326 => k-core: 20; degree: 73
Node 327 => k-core: 18; degree: 22
Node 328 => k-core: 16; degree: 16
Node 329 => k-core: 19; degree: 21
Node 330 => k-core: 18; degree: 21
Node 331 => k-core: 19; degree: 27
Node 332 => k-core: 19; degree: 28
Node 333 => k-core: 19; degree: 29
Node 334 => k-core: 19; degree: 26
Node 335 => k-core: 19; degree: 24
Node 336 => k-core: 19; degree: 28
Node 337 => k-core: 8; degree: 8
Node 338 => k-core: 10; degree: 11
Node 339 => k-core: 11; degree: 12
Node 340 => k-core: 19; degree: 23
Node 341 => k-core: 19; degree: 35
Node 342 => k-core: 8; degree: 8
Node 343 => k-core: 17; degree: 23
Node 344 => k-core: 6; degree: 6
Node 345 => k-core: 19; degree: 27
Node 346 => k-core: 15; degree: 17
Node 347 => k-core: 19; degree: 21
Node 348 => k-core: 19; degree: 40
Node 349 => k-core: 11; degree: 12
Node 350 => k-core: 19; degree: 37
Node 351 => k-core: 19; degree: 44
Node 352 => k-core: 14; degree: 14
Node 353 => k-core: 16; degree: 19
Node 356 => k-core: 8; degree: 9
Node 357 => k-core: 19; degree: 31
Node 358 => k-core: 19; degree: 26
Node 359 => k-core: 8; degree: 9
Node 360 => k-core: 19; degree: 26
Node 361 => k-core: 19; degree: 22
Node 362 => k-core: 19; degree: 41
Node 363 => k-core: 19; degree: 55
Node 364 => k-core: 14; degree: 15
Node 365 => k-core: 9; degree: 9
Node 366 => k-core: 19; degree: 30
Node 367 => k-core: 19; degree: 30
Node 368 => k-core: 19; degree: 30
Node 369 => k-core: 18; degree: 19
Node 370 => k-core: 19; degree: 50
Node 371 => k-core: 19; degree: 34
Node 372 => k-core: 8; degree: 9
Node 373 => k-core: 7; degree: 7
Node 374 => k-core: 19; degree: 30
Node 375 => k-core: 19; degree: 31
Node 376 => k-core: 19; degree: 28
Node 377 => k-core: 19; degree: 21
Node 378 => k-core: 19; degree: 25
Node 379 => k-core: 19; degree: 30
Node 380 => k-core: 13; degree: 14
Node 381 => k-core: 19; degree: 43
Node 382 => k-core: 17; degree: 19
Node 383 => k-core: 12; degree: 14
Node 384 => k-core: 4; degree: 4
Node 385 => k-core: 19; degree: 29
Node 386 => k-core: 10; degree: 10
Node 387 => k-core: 20; degree: 65
Node 388 => k-core: 19; degree: 25
Node 389 => k-core: 14; degree: 18
Node 390 => k-core: 11; degree: 11
Node 391 => k-core: 19; degree: 38
Node 392 => k-core: 19; degree: 32
Node 393 => k-core: 19; degree: 29
Node 394 => k-core: 19; degree: 28
Node 395 => k-core: 21; degree: 76
Node 396 => k-core: 8; degree: 8
Node 397 => k-core: 18; degree: 21
Node 398 => k-core: 18; degree: 24
Node 399 => k-core: 19; degree: 40
Node 400 => k-core: 17; degree: 19
Node 401 => k-core: 19; degree: 24
Node 402 => k-core: 17; degree: 17
Node 403 => k-core: 21; degree: 64
Node 404 => k-core: 19; degree: 46
Node 405 => k-core: 19; degree: 25
Node 406 => k-core: 19; degree: 35
Node 407 => k-core: 10; degree: 11
Node 408 => k-core: 3; degree: 3
Node 409 => k-core: 19; degree: 26
Node 410 => k-core: 5; degree: 5
Node 411 => k-core: 16; degree: 17
Node 412 => k-core: 19; degree: 36
Node 413 => k-core: 19; degree: 25
Node 414 => k-core: 10; degree: 11
Node 415 => k-core: 17; degree: 19
Node 416 => k-core: 19; degree: 30
Node 417 => k-core: 19; degree: 39
Node 418 => k-core: 19; degree: 41
Node 419 => k-core: 15; degree: 16
Node 420 => k-core: 10; degree: 10
Node 421 => k-core: 17; degree: 23
Node 422 => k-core: 17; degree: 23
Node 423 => k-core: 17; degree: 23
Node 424 => k-core: 17; degree: 29
Node 425 => k-core: 14; degree: 14
Node 426 => k-core: 17; degree: 18
Node 427 => k-core: 19; degree: 48
Node 428 => k-core: 17; degree: 27
Node 429 => k-core: 10; degree: 11
Node 430 => k-core: 10; degree: 11
Node 431 => k-core: 19; degree: 35
Node 432 => k-core: 19; degree: 29
Node 433 => k-core: 19; degree: 44
Node 434 => k-core: 19; degree: 30
Node 435 => k-core: 19; degree: 28
Node 436 => k-core: 8; degree: 8
Node 437 => k-core: 19; degree: 28
Node 438 => k-core: 19; degree: 37
Node 439 => k-core: 19; degree: 36
Node 440 => k-core: 8; degree: 8
Node 441 => k-core: 8; degree: 8
Node 442 => k-core: 8; degree: 8
Node 443 => k-core: 19; degree: 33
Node 444 => k-core: 19; degree: 34
Node 445 => k-core: 19; degree: 32
Node 446 => k-core: 19; degree: 26
Node 447 => k-core: 19; degree: 28
Node 448 => k-core: 19; degree: 25
Node 449 => k-core: 19; degree: 30
Node 450 => k-core: 25; degree: 227
Node 451 => k-core: 3; degree: 3
Node 452 => k-core: 19; degree: 32
Node 454 => k-core: 5; degree: 5
Node 455 => k-core: 8; degree: 9
Node 456 => k-core: 15; degree: 18
Node 457 => k-core: 9; degree: 9
Node 458 => k-core: 19; degree: 28
Node 459 => k-core: 9; degree: 10
Node 460 => k-core: 18; degree: 26
Node 461 => k-core: 19; degree: 27
Node 462 => k-core: 17; degree: 18
Node 463 => k-core: 21; degree: 70
Node 464 => k-core: 20; degree: 53
Node 465 => k-core: 9; degree: 10
Node 466 => k-core: 17; degree: 21
Node 467 => k-core: 17; degree: 18
Node 468 => k-core: 7; degree: 7
Node 469 => k-core: 19; degree: 25
Node 470 => k-core: 19; degree: 33
Node 471 => k-core: 19; degree: 37
Node 472 => k-core: 21; degree: 66
Node 473 => k-core: 15; degree: 16
Node 474 => k-core: 19; degree: 23
Node 475 => k-core: 19; degree: 26
Node 476 => k-core: 19; degree: 20
Node 477 => k-core: 20; degree: 37
Node 478 => k-core: 21; degree: 54
Node 479 => k-core: 19; degree: 22
Node 480 => k-core: 19; degree: 22
Node 481 => k-core: 19; degree: 23
Node 482 => k-core: 10; degree: 10
Node 483 => k-core: 19; degree: 26
Node 484 => k-core: 19; degree: 23
Node 485 => k-core: 19; degree: 25
Node 486 => k-core: 22; degree: 120
Node 487 => k-core: 11; degree: 11
Node 488 => k-core: 19; degree: 28
Node 489 => k-core: 18; degree: 20
Node 490 => k-core: 6; degree: 6
Node 491 => k-core: 19; degree: 25
Node 492 => k-core: 20; degree: 43
Node 493 => k-core: 10; degree: 11
Node 494 => k-core: 19; degree: 36
Node 495 => k-core: 19; degree: 29
Node 496 => k-core: 16; degree: 16
Node 497 => k-core: 13; degree: 13
Node 499 => k-core: 19; degree: 32
Node 500 => k-core: 22; degree: 62
Node 501 => k-core: 19; degree: 29
Node 502 => k-core: 16; degree: 18
Node 503 => k-core: 19; degree: 27
Node 504 => k-core: 16; degree: 19
Node 505 => k-core: 17; degree: 20
Node 506 => k-core: 16; degree: 17
Node 507 => k-core: 19; degree: 40
Node 508 => k-core: 19; degree: 26
Node 510 => k-core: 22; degree: 123
Node 511 => k-core: 13; degree: 13
Node 512 => k-core: 19; degree: 26
Node 513 => k-core: 12; degree: 13
Node 514 => k-core: 17; degree: 22
Node 515 => k-core: 15; degree: 16
Node 516 => k-core: 18; degree: 25
Node 517 => k-core: 15; degree: 17
Node 518 => k-core: 19; degree: 41
Node 519 => k-core: 5; degree: 5
Node 520 => k-core: 18; degree: 27
Node 521 => k-core: 15; degree: 17
Node 522 => k-core: 17; degree: 20
Node 523 => k-core: 18; degree: 21
Node 524 => k-core: 18; degree: 24
Node 525 => k-core: 20; degree: 53
Node 526 => k-core: 9; degree: 9
Node 527 => k-core: 19; degree: 27
Node 528 => k-core: 19; degree: 30
Node 529 => k-core: 19; degree: 34
Node 530 => k-core: 19; degree: 37
Node 531 => k-core: 19; degree: 24
Node 532 => k-core: 19; degree: 23
Node 533 => k-core: 19; degree: 20
Node 534 => k-core: 19; degree: 40
Node 535 => k-core: 20; degree: 44
Node 536 => k-core: 20; degree: 40
Node 537 => k-core: 7; degree: 8
Node 538 => k-core: 19; degree: 27
Node 539 => k-core: 19; degree: 25
Node 540 => k-core: 22; degree: 71
Node 541 => k-core: 11; degree: 11
Node 542 => k-core: 22; degree: 145
Node 543 => k-core: 6; degree: 6
Node 544 => k-core: 4; degree: 4
Node 545 => k-core: 21; degree: 74
Node 546 => k-core: 20; degree: 33
Node 547 => k-core: 18; degree: 25
Node 548 => k-core: 10; degree: 10
Node 549 => k-core: 20; degree: 45
Node 550 => k-core: 18; degree: 20
Node 551 => k-core: 18; degree: 23
Node 552 => k-core: 9; degree: 9
Node 553 => k-core: 18; degree: 26
Node 554 => k-core: 18; degree: 23
Node 555 => k-core: 13; degree: 14
Node 556 => k-core: 10; degree: 10
Node 557 => k-core: 20; degree: 36
Node 558 => k-core: 12; degree: 14
Node 559 => k-core: 20; degree: 38
Node 560 => k-core: 17; degree: 22
Node 561 => k-core: 18; degree: 28
Node 562 => k-core: 16; degree: 20
Node 563 => k-core: 16; degree: 18
Node 564 => k-core: 16; degree: 18
Node 565 => k-core: 10; degree: 11
Node 566 => k-core: 18; degree: 24
Node 567 => k-core: 7; degree: 7
Node 568 => k-core: 7; degree: 7
Node 569 => k-core: 16; degree: 17
Node 570 => k-core: 19; degree: 37
Node 571 => k-core: 8; degree: 8
Node 572 => k-core: 22; degree: 75
Node 573 => k-core: 20; degree: 42
Node 574 => k-core: 22; degree: 108
Node 575 => k-core: 19; degree: 30
Node 576 => k-core: 19; degree: 31
Node 577 => k-core: 6; degree: 6
Node 578 => k-core: 15; degree: 16
Node 579 => k-core: 15; degree: 16
Node 580 => k-core: 20; degree: 36
Node 581 => k-core: 20; degree: 36
Node 582 => k-core: 15; degree: 16
Node 583 => k-core: 15; degree: 16
Node 584 => k-core: 22; degree: 63
Node 585 => k-core: 22; degree: 94
Node 586 => k-core: 11; degree: 11
Node 587 => k-core: 21; degree: 34
Node 588 => k-core: 21; degree: 45
Node 589 => k-core: 12; degree: 14
Node 590 => k-core: 15; degree: 21
Node 591 => k-core: 12; degree: 12
Node 592 => k-core: 12; degree: 12
Node 593 => k-core: 18; degree: 26
Node 594 => k-core: 19; degree: 28
Node 595 => k-core: 22; degree: 57
Node 596 => k-core: 14; degree: 15
Node 598 => k-core: 21; degree: 65
Node 599 => k-core: 6; degree: 6
Node 600 => k-core: 11; degree: 12
Node 601 => k-core: 11; degree: 12
Node 602 => k-core: 22; degree: 70
Node 603 => k-core: 11; degree: 11
Node 604 => k-core: 13; degree: 13
Node 605 => k-core: 14; degree: 14
Node 606 => k-core: 19; degree: 34
Node 607 => k-core: 12; degree: 12
Node 608 => k-core: 19; degree: 27
Node 609 => k-core: 14; degree: 15
Node 610 => k-core: 22; degree: 55
Node 611 => k-core: 24; degree: 116
Node 612 => k-core: 22; degree: 58
Node 613 => k-core: 9; degree: 9
Node 614 => k-core: 17; degree: 19
Node 615 => k-core: 19; degree: 24
Node 616 => k-core: 22; degree: 50
Node 617 => k-core: 22; degree: 41
Node 618 => k-core: 19; degree: 24
Node 619 => k-core: 17; degree: 18
Node 620 => k-core: 17; degree: 17
Node 621 => k-core: 17; degree: 19
Node 622 => k-core: 11; degree: 11
Node 623 => k-core: 22; degree: 37
Node 625 => k-core: 17; degree: 21
Node 626 => k-core: 5; degree: 5
Node 627 => k-core: 22; degree: 39
Node 628 => k-core: 13; degree: 13
Node 629 => k-core: 19; degree: 19
Node 630 => k-core: 22; degree: 39
Node 631 => k-core: 22; degree: 35
Node 632 => k-core: 21; degree: 31
Node 633 => k-core: 20; degree: 23
Node 634 => k-core: 22; degree: 32
Node 635 => k-core: 22; degree: 43
Node 636 => k-core: 22; degree: 34
Node 637 => k-core: 21; degree: 31
Node 638 => k-core: 12; degree: 13
Node 639 => k-core: 25; degree: 82
Node 640 => k-core: 12; degree: 12
Node 641 => k-core: 25; degree: 66
Node 642 => k-core: 25; degree: 241
Node 643 => k-core: 20; degree: 20
Node 644 => k-core: 25; degree: 79
Node 645 => k-core: 11; degree: 11
Node 646 => k-core: 25; degree: 170
Node 647 => k-core: 6; degree: 6
Node 648 => k-core: 21; degree: 30
Node 649 => k-core: 18; degree: 22
Node 650 => k-core: 21; degree: 29
Node 651 => k-core: 22; degree: 50
Node 652 => k-core: 22; degree: 67
Node 653 => k-core: 22; degree: 42
Node 654 => k-core: 22; degree: 57
Node 655 => k-core: 21; degree: 40
Node 656 => k-core: 8; degree: 8
Node 657 => k-core: 13; degree: 13
Node 658 => k-core: 22; degree: 59
Node 659 => k-core: 15; degree: 17
Node 660 => k-core: 20; degree: 27
Node 661 => k-core: 9; degree: 9
Node 662 => k-core: 22; degree: 74
Node 663 => k-core: 13; degree: 13
Node 664 => k-core: 22; degree: 40
Node 665 => k-core: 21; degree: 34
Node 666 => k-core: 22; degree: 67
Node 667 => k-core: 21; degree: 28
Node 668 => k-core: 20; degree: 27
Node 669 => k-core: 22; degree: 58
Node 670 => k-core: 21; degree: 35
Node 671 => k-core: 22; degree: 61
Node 672 => k-core: 12; degree: 12
Node 673 => k-core: 8; degree: 8
Node 674 => k-core: 12; degree: 14
Node 675 => k-core: 22; degree: 62
Node 676 => k-core: 10; degree: 11
Node 677 => k-core: 25; degree: 99
Node 678 => k-core: 22; degree: 58
Node 679 => k-core: 22; degree: 50
Node 680 => k-core: 21; degree: 31
Node 681 => k-core: 20; degree: 30
Node 682 => k-core: 21; degree: 36
Node 683 => k-core: 20; degree: 24
Node 684 => k-core: 20; degree: 25
Node 685 => k-core: 20; degree: 26
Node 686 => k-core: 19; degree: 20
Node 687 => k-core: 20; degree: 26
Node 688 => k-core: 22; degree: 38
Node 689 => k-core: 24; degree: 85
Node 690 => k-core: 21; degree: 42
Node 691 => k-core: 19; degree: 20
Node 692 => k-core: 22; degree: 43
Node 693 => k-core: 20; degree: 27
Node 694 => k-core: 20; degree: 21
Node 695 => k-core: 21; degree: 29
Node 696 => k-core: 21; degree: 27
Node 697 => k-core: 21; degree: 31
Node 698 => k-core: 18; degree: 18
Node 699 => k-core: 21; degree: 31
Node 700 => k-core: 21; degree: 25
Node 701 => k-core: 25; degree: 82
Node 702 => k-core: 24; degree: 52
Node 703 => k-core: 22; degree: 34
Node 704 => k-core: 24; degree: 47
Node 705 => k-core: 22; degree: 36
Node 706 => k-core: 22; degree: 27
Node 707 => k-core: 25; degree: 215
Node 708 => k-core: 20; degree: 26
Node 709 => k-core: 12; degree: 12
Node 710 => k-core: 22; degree: 36
Node 711 => k-core: 6; degree: 6
Node 712 => k-core: 25; degree: 124
Node 713 => k-core: 22; degree: 30
Node 714 => k-core: 17; degree: 17
Node 715 => k-core: 24; degree: 34
Node 716 => k-core: 25; degree: 106
Node 717 => k-core: 19; degree: 23
Node 718 => k-core: 25; degree: 138
Node 719 => k-core: 14; degree: 14
Node 720 => k-core: 22; degree: 37
Node 721 => k-core: 21; degree: 25
Node 722 => k-core: 25; degree: 92
Node 723 => k-core: 19; degree: 19
Node 724 => k-core: 25; degree: 43
Node 725 => k-core: 8; degree: 8
Node 726 => k-core: 25; degree: 40
Node 727 => k-core: 24; degree: 40
Node 728 => k-core: 23; degree: 38
Node 729 => k-core: 25; degree: 47
Node 730 => k-core: 25; degree: 94
Node 731 => k-core: 23; degree: 27
Node 732 => k-core: 25; degree: 68
Node 733 => k-core: 25; degree: 52
Node 734 => k-core: 25; degree: 55
Node 735 => k-core: 25; degree: 45
Node 736 => k-core: 25; degree: 63
Node 737 => k-core: 17; degree: 17
Node 738 => k-core: 25; degree: 81
Node 739 => k-core: 17; degree: 17
Node 740 => k-core: 25; degree: 53
Node 741 => k-core: 25; degree: 150
Node 742 => k-core: 25; degree: 61
Node 743 => k-core: 21; degree: 26
Node 744 => k-core: 10; degree: 10
Node 745 => k-core: 25; degree: 49
Node 746 => k-core: 25; degree: 40
Node 747 => k-core: 25; degree: 48
Node 748 => k-core: 18; degree: 19
Node 749 => k-core: 25; degree: 59
Node 750 => k-core: 25; degree: 55
Node 751 => k-core: 21; degree: 23
Node 752 => k-core: 5; degree: 5
Node 753 => k-core: 25; degree: 71
Node 754 => k-core: 11; degree: 11
Node 755 => k-core: 25; degree: 61
Node 756 => k-core: 21; degree: 24
Node 757 => k-core: 11; degree: 11
Node 758 => k-core: 25; degree: 103
Node 759 => k-core: 24; degree: 35
Node 760 => k-core: 21; degree: 24
Node 761 => k-core: 25; degree: 44
Node 762 => k-core: 14; degree: 14
Node 763 => k-core: 21; degree: 22
Node 764 => k-core: 25; degree: 53
